Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Gross Income,Rating,Customer ID,Age,Membership Duration (Years),Visit Frequency
INV000426,B,Naypyitaw,Normal,Female,Food and beverages,25.57,4,5.11,107.39,2020-03-01,15:15,Cash,102.28,4.76,5.11,9.9,C00069,26,5,15
INV000427,A,Yangon,Normal,Male,Home and lifestyle,53.61,3,8.04,168.87,2020-03-02,17:00,Ewallet,160.83,4.76,8.04,9.6,C00020,55,4,22
INV000428,A,Yangon,Member,Male,Health and beauty,40.56,4,8.11,170.35,2020-03-03,10:45,Ewallet,162.24,4.76,8.11,6.3,C00291,29,5,6
INV000429,B,Naypyitaw,Normal,Male,Food and beverages,31.45,1,1.57,33.02,2020-03-04,15:45,Cash,31.450000000000003,4.76,1.57,9.5,C00216,37,2,24
INV000430,B,Naypyitaw,Normal,Female,Food and beverages,25.5,1,1.28,26.78,2020-03-05,15:45,Credit card,25.5,4.76,1.28,7.8,C00498,40,2,17
INV000431,C,Mandalay,Normal,Female,Electronic accessories,75.54,3,11.33,237.95,2020-03-06,14:45,Cash,226.61999999999998,4.76,11.33,6.2,C00311,33,3,22
INV000432,B,Naypyitaw,Normal,Male,Food and beverages,26.21,3,3.93,82.56,2020-03-07,18:00,Cash,78.63,4.76,3.93,8.1,C00788,47,3,11
INV000433,B,Naypyitaw,Member,Male,Electronic accessories,83.78,5,20.95,439.85,2020-03-08,15:00,Cash,418.90000000000003,4.76,20.95,7.3,C00708,27,8,15
INV000434,A,Yangon,Normal,Male,Electronic accessories,68.47,3,10.27,215.68,2020-03-09,17:45,Cash,205.41,4.76,10.27,7.4,C00753,38,2,15
INV000435,B,Naypyitaw,Normal,Female,Health and beauty,38.33,3,5.75,120.74,2020-03-10,10:45,Cash,114.99,4.76,5.75,7.1,C00567,18,5,10
INV000436,C,Mandalay,Member,Male,Food and beverages,30.91,5,7.73,162.28,2020-03-11,20:15,Ewallet,154.55,4.76,7.73,8.1,C00420,41,6,24
INV000437,B,Naypyitaw,Member,Female,Electronic accessories,71.07,4,14.21,298.49,2020-03-12,10:30,Credit card,284.28000000000003,4.76,14.21,9.3,C00433,56,4,23
INV000438,A,Yangon,Member,Male,Home and lifestyle,58.74,4,11.75,246.71,2020-03-13,11:45,Cash,234.96,4.76,11.75,9.7,C00791,43,3,15
INV000439,B,Naypyitaw,Normal,Male,Electronic accessories,56.88,4,11.38,238.9,2020-03-14,18:30,Credit card,227.52,4.76,11.38,6.2,C00078,45,7,14
INV000440,C,Mandalay,Normal,Male,Home and lifestyle,62.75,4,12.55,263.55,2020-03-15,11:45,Cash,251.0,4.76,12.55,7.8,C00633,52,5,22
INV000441,A,Yangon,Member,Male,Home and lifestyle,50.92,3,7.64,160.4,2020-03-16,14:00,Ewallet,152.76000000000002,4.76,7.64,8.0,C00222,45,1,18
INV000442,B,Naypyitaw,Member,Female,Fashion accessories,49.92,2,4.99,104.83,2020-03-17,9:45,Credit card,99.84,4.76,4.99,6.0,C00214,41,1,22
INV000443,C,Mandalay,Member,Female,Health and beauty,40.27,3,6.04,126.85,2020-03-18,20:15,Credit card,120.80999999999999,4.76,6.04,7.3,C00466,45,8,12
INV000444,B,Naypyitaw,Member,Female,Food and beverages,34.86,4,6.97,146.41,2020-03-19,14:30,Credit card,139.44,4.76,6.97,6.1,C00293,51,7,12
INV000445,A,Yangon,Member,Female,Fashion accessories,44.0,2,4.4,92.4,2020-03-20,19:00,Credit card,88.0,4.76,4.4,8.0,C00367,59,4,23
INV000446,B,Naypyitaw,Member,Male,Home and lifestyle,47.04,4,9.41,197.57,2020-03-21,17:00,Credit card,188.16,4.76,9.41,8.4,C00816,62,9,24
INV000447,A,Yangon,Member,Male,Health and beauty,39.74,3,5.96,125.18,2020-03-22,19:00,Credit card,119.22000000000001,4.76,5.96,9.3,C00929,27,3,7
INV000448,A,Yangon,Member,Male,Electronic accessories,68.77,4,13.75,288.83,2020-03-23,18:15,Cash,275.08,4.76,13.75,9.7,C00770,46,1,14
INV000449,B,Naypyitaw,Member,Male,Food and beverages,24.97,7,8.74,183.53,2020-03-24,15:00,Cash,174.79,4.76,8.74,7.8,C00376,40,3,22
INV000450,C,Mandalay,Member,Female,Food and beverages,19.49,6,5.85,122.79,2020-03-25,15:30,Credit card,116.94000000000001,4.76,5.85,8.5,C00302,55,8,9
INV000451,B,Naypyitaw,Normal,Male,Electronic accessories,71.43,6,21.43,450.01,2020-03-26,17:00,Ewallet,428.58,4.76,21.43,6.1,C00760,30,1,24
INV000452,B,Naypyitaw,Normal,Female,Fashion accessories,44.26,6,13.28,278.84,2020-03-27,13:45,Credit card,265.56,4.76,13.28,7.7,C00718,56,8,12
INV000453,B,Naypyitaw,Normal,Female,Fashion accessories,51.72,3,7.76,162.92,2020-03-28,11:45,Credit card,155.16,4.76,7.76,7.1,C00843,50,7,16
INV000454,A,Yangon,Member,Male,Home and lifestyle,56.47,8,22.59,474.35,2020-03-29,9:00,Credit card,451.76000000000005,4.76,22.59,7.8,C00284,44,8,19
INV000455,A,Yangon,Member,Male,Electronic accessories,71.16,5,17.79,373.59,2020-03-30,10:30,Credit card,355.79999999999995,4.76,17.79,7.8,C00422,49,3,17
INV000456,A,Yangon,Member,Female,Electronic accessories,74.51,5,18.63,391.18,2020-03-31,18:45,Credit card,372.55,4.76,18.63,9.7,C00381,46,2,24
INV000457,C,Mandalay,Normal,Male,Home and lifestyle,41.64,2,4.16,87.44,2020-04-01,19:45,Credit card,83.28,4.76,4.16,7.6,C00585,56,9,11
INV000458,C,Mandalay,Member,Female,Fashion accessories,41.41,3,6.21,130.44,2020-04-02,16:15,Ewallet,124.23,4.76,6.21,9.8,C00392,42,4,15
INV000459,A,Yangon,Member,Female,Health and beauty,40.42,5,10.11,212.21,2020-04-03,15:30,Credit card,202.10000000000002,4.76,10.11,6.8,C00293,51,6,12
INV000460,B,Naypyitaw,Normal,Male,Home and lifestyle,44.65,7,15.63,328.18,2020-04-04,18:15,Cash,312.55,4.76,15.63,9.9,C00128,61,1,14
INV000461,B,Naypyitaw,Member,Male,Electronic accessories,77.03,6,23.11,485.29,2020-04-05,9:45,Ewallet,462.18,4.76,23.11,8.5,C00872,29,5,12
INV000462,B,Naypyitaw,Member,Female,Electronic accessories,68.79,4,13.76,288.92,2020-04-06,18:30,Ewallet,275.16,4.76,13.76,7.1,C00749,27,7,18
INV000463,A,Yangon,Member,Female,Health and beauty,36.75,3,5.51,115.76,2020-04-07,15:30,Ewallet,110.25,4.76,5.51,6.3,C00447,21,4,17
INV000464,C,Mandalay,Member,Male,Electronic accessories,73.05,4,14.61,306.81,2020-04-08,20:30,Cash,292.2,4.76,14.61,6.8,C00313,28,2,11
INV000465,B,Naypyitaw,Normal,Female,Food and beverages,27.88,3,4.18,87.82,2020-04-09,16:15,Credit card,83.63999999999999,4.76,4.18,9.7,C00573,43,7,11
INV000466,C,Mandalay,Normal,Male,Home and lifestyle,55.29,4,11.06,232.22,2020-04-10,20:45,Cash,221.16,4.76,11.06,8.0,C00153,50,1,23
INV000467,A,Yangon,Member,Male,Electronic accessories,65.59,4,13.12,275.48,2020-04-11,11:00,Cash,262.36,4.76,13.12,7.0,C00598,42,2,9
INV000468,A,Yangon,Member,Female,Fashion accessories,52.02,5,13.01,273.11,2020-04-12,15:45,Ewallet,260.1,4.76,13.01,6.3,C00144,63,8,24
INV000469,B,Naypyitaw,Member,Female,Home and lifestyle,45.99,5,11.5,241.45,2020-04-13,20:30,Ewallet,229.95,4.76,11.5,7.8,C00152,20,3,21
INV000470,C,Mandalay,Normal,Male,Fashion accessories,32.73,1,1.64,34.37,2020-04-14,8:45,Ewallet,32.73,4.76,1.64,8.2,C00855,37,9,6
INV000471,A,Yangon,Normal,Female,Home and lifestyle,47.02,5,11.76,246.86,2020-04-15,13:00,Ewallet,235.10000000000002,4.76,11.76,7.5,C00858,25,3,20
INV000472,B,Naypyitaw,Normal,Male,Fashion accessories,45.71,4,9.14,191.98,2020-04-16,19:15,Cash,182.83999999999997,4.76,9.14,8.8,C00651,53,4,5
INV000473,C,Mandalay,Normal,Male,Health and beauty,47.91,5,11.98,251.53,2020-04-17,13:30,Credit card,239.55,4.76,11.98,8.0,C00621,45,6,19
INV000474,C,Mandalay,Member,Female,Electronic accessories,68.45,3,10.27,215.62,2020-04-18,11:15,Credit card,205.35,4.76,10.27,7.0,C00934,47,5,15
INV000475,B,Naypyitaw,Normal,Female,Health and beauty,39.19,5,9.8,205.75,2020-04-19,8:45,Cash,195.95,4.76,9.8,9.5,C00715,41,7,17
INV000476,B,Naypyitaw,Member,Male,Food and beverages,33.31,4,6.66,139.9,2020-04-20,10:30,Ewallet,133.24,4.76,6.66,8.8,C00698,56,3,24
INV000477,C,Mandalay,Normal,Female,Electronic accessories,63.92,5,15.98,335.58,2020-04-21,8:15,Credit card,319.59999999999997,4.76,15.98,6.0,C00091,26,6,6
INV000478,C,Mandalay,Member,Female,Health and beauty,46.82,5,11.71,245.81,2020-04-22,9:45,Cash,234.1,4.76,11.71,9.4,C00713,23,3,20
INV000479,B,Naypyitaw,Member,Male,Food and beverages,37.0,5,9.25,194.25,2020-04-23,8:15,Cash,185.0,4.76,9.25,7.9,C00700,35,9,14
INV000480,B,Naypyitaw,Member,Female,Sports and travel,61.83,5,15.46,324.61,2020-04-24,10:00,Credit card,309.15000000000003,4.76,15.46,9.4,C00637,27,1,14
INV000481,C,Mandalay,Normal,Male,Sports and travel,53.94,5,13.48,283.18,2020-04-25,16:15,Credit card,269.7,4.76,13.48,9.7,C00009,50,3,10
INV000482,A,Yangon,Member,Female,Electronic accessories,71.62,6,21.49,451.21,2020-04-26,11:15,Cash,429.71999999999997,4.76,21.49,8.4,C00819,57,6,14
INV000483,A,Yangon,Member,Female,Electronic accessories,80.82,3,12.12,254.58,2020-04-27,17:30,Ewallet,242.46,4.76,12.12,9.8,C00110,50,2,11
INV000484,C,Mandalay,Normal,Male,Fashion accessories,50.72,2,5.07,106.51,2020-04-28,8:45,Credit card,101.44,4.76,5.07,10.0,C00621,60,1,21
INV000485,A,Yangon,Normal,Male,Fashion accessories,32.88,2,3.29,69.05,2020-04-29,16:15,Ewallet,65.75999999999999,4.76,3.29,8.3,C00946,22,6,21
INV000486,B,Naypyitaw,Member,Female,Health and beauty,33.53,2,3.35,70.41,2020-04-30,16:30,Ewallet,67.06,4.76,3.35,9.2,C00460,27,2,15
INV000487,C,Mandalay,Member,Female,Fashion accessories,48.3,3,7.24,152.14,2020-05-01,9:00,Credit card,144.89999999999998,4.76,7.24,8.0,C00520,27,5,22
INV000488,B,Naypyitaw,Member,Female,Fashion accessories,39.63,5,9.91,208.06,2020-05-02,16:15,Credit card,198.15,4.76,9.91,9.3,C00759,21,6,18
INV000489,C,Mandalay,Normal,Male,Health and beauty,48.67,3,7.3,153.31,2020-05-03,14:15,Cash,146.01,4.76,7.3,9.5,C00159,43,9,8
INV000490,A,Yangon,Member,Male,Food and beverages,30.3,3,4.55,95.45,2020-05-04,20:30,Ewallet,90.9,4.76,4.55,7.3,C00482,25,9,20
INV000491,A,Yangon,Normal,Male,Fashion accessories,43.09,4,8.62,180.98,2020-05-05,13:45,Ewallet,172.35999999999999,4.76,8.62,9.4,C00675,19,9,7
INV000492,B,Naypyitaw,Member,Female,Sports and travel,50.12,5,12.53,263.13,2020-05-06,16:30,Ewallet,250.6,4.76,12.53,6.8,C00732,25,3,7
INV000493,C,Mandalay,Member,Female,Fashion accessories,41.51,5,10.38,217.93,2020-05-07,11:30,Cash,207.55,4.76,10.38,7.6,C00940,44,5,24
INV000494,B,Naypyitaw,Normal,Female,Sports and travel,55.23,4,11.05,231.97,2020-05-08,13:15,Ewallet,220.92,4.76,11.05,8.0,C00826,36,8,23
INV000495,B,Naypyitaw,Normal,Female,Food and beverages,31.47,4,6.29,132.17,2020-05-09,8:00,Cash,125.87999999999998,4.76,6.29,6.6,C00958,64,2,21
INV000496,B,Naypyitaw,Normal,Female,Sports and travel,61.25,1,3.06,64.31,2020-05-10,18:00,Ewallet,61.25,4.76,3.06,8.8,C00561,50,2,18
INV000497,C,Mandalay,Member,Male,Food and beverages,29.36,4,5.87,123.31,2020-05-11,20:30,Cash,117.44,4.76,5.87,9.3,C00950,41,9,23
INV000498,A,Yangon,Normal,Male,Sports and travel,56.74,4,11.35,238.31,2020-05-12,16:45,Cash,226.96,4.76,11.35,6.1,C00628,32,1,7
INV000499,A,Yangon,Member,Male,Fashion accessories,39.59,6,11.88,249.42,2020-05-13,16:45,Ewallet,237.54,4.76,11.88,7.4,C00111,54,7,16
INV000500,C,Mandalay,Member,Male,Food and beverages,38.08,4,7.62,159.94,2020-05-14,16:00,Credit card,152.32,4.76,7.62,7.4,C00052,34,6,8
INV000501,C,Mandalay,Member,Female,Home and lifestyle,49.86,4,9.97,209.41,2020-05-15,16:15,Cash,199.44,4.76,9.97,8.3,C00364,28,2,16
INV000502,A,Yangon,Normal,Male,Sports and travel,60.59,4,12.12,254.48,2020-05-16,16:30,Ewallet,242.35999999999999,4.76,12.12,9.2,C00209,42,8,9
INV000503,B,Naypyitaw,Member,Male,Home and lifestyle,39.4,5,9.85,206.85,2020-05-17,17:30,Cash,197.0,4.76,9.85,8.5,C00623,32,3,12
INV000504,B,Naypyitaw,Member,Female,Home and lifestyle,56.17,3,8.43,176.94,2020-05-18,12:15,Ewallet,168.51,4.76,8.43,6.7,C00384,49,1,21
INV000505,B,Naypyitaw,Member,Male,Sports and travel,65.93,4,13.19,276.91,2020-05-19,18:45,Ewallet,263.72,4.76,13.19,9.7,C00028,18,1,16
INV000506,A,Yangon,Member,Male,Food and beverages,37.7,2,3.77,79.17,2020-05-20,13:45,Ewallet,75.4,4.76,3.77,10.0,C00375,27,6,24
INV000507,A,Yangon,Normal,Female,Electronic accessories,65.64,6,19.69,413.53,2020-05-21,11:30,Ewallet,393.84,4.76,19.69,6.0,C00381,45,7,17
INV000508,A,Yangon,Normal,Female,Sports and travel,62.41,3,9.36,196.59,2020-05-22,8:00,Cash,187.23000000000002,4.76,9.36,6.7,C00466,24,2,12
INV000509,C,Mandalay,Normal,Male,Fashion accessories,41.3,5,10.33,216.83,2020-05-23,15:45,Cash,206.5,4.76,10.33,8.0,C00981,50,4,23
INV000510,A,Yangon,Member,Male,Food and beverages,34.32,5,8.58,180.18,2020-05-24,11:15,Cash,171.6,4.76,8.58,7.6,C00604,26,5,10
INV000511,C,Mandalay,Member,Female,Electronic accessories,68.05,4,13.61,285.81,2020-05-25,15:15,Cash,272.2,4.76,13.61,7.3,C00580,61,4,14
INV000512,B,Naypyitaw,Member,Female,Home and lifestyle,51.21,5,12.8,268.85,2020-05-26,8:00,Credit card,256.05,4.76,12.8,9.5,C00708,58,5,23
INV000513,B,Naypyitaw,Normal,Female,Fashion accessories,39.97,3,6.0,125.91,2020-05-27,12:30,Credit card,119.91,4.76,6.0,7.6,C00287,56,8,6
INV000514,A,Yangon,Member,Male,Food and beverages,30.24,3,4.54,95.26,2020-05-28,8:45,Credit card,90.72,4.76,4.54,9.6,C00761,32,6,13
INV000515,B,Naypyitaw,Member,Male,Health and beauty,37.05,3,5.56,116.71,2020-05-29,19:45,Ewallet,111.14999999999999,4.76,5.56,8.5,C00951,31,9,19
INV000516,C,Mandalay,Member,Male,Fashion accessories,44.63,4,8.93,187.45,2020-05-30,14:30,Credit card,178.51999999999998,4.76,8.93,6.7,C00888,21,9,5
INV000517,C,Mandalay,Member,Female,Fashion accessories,36.88,4,7.38,154.9,2020-05-31,13:00,Cash,147.52,4.76,7.38,9.2,C00982,54,2,24
INV000518,B,Naypyitaw,Member,Female,Electronic accessories,68.15,4,13.63,286.23,2020-06-01,8:15,Ewallet,272.6,4.76,13.63,6.4,C00257,18,1,10
INV000519,A,Yangon,Member,Male,Food and beverages,45.45,3,6.82,143.17,2020-06-02,15:00,Ewallet,136.35,4.76,6.82,9.8,C00902,42,1,5
INV000520,A,Yangon,Member,Male,Electronic accessories,71.4,7,24.99,524.79,2020-06-03,19:45,Cash,499.79999999999995,4.76,24.99,9.3,C00057,21,1,22
INV000521,A,Yangon,Normal,Female,Electronic accessories,66.35,4,13.27,278.67,2020-06-04,19:00,Cash,265.40000000000003,4.76,13.27,7.9,C00573,32,3,14
INV000522,B,Naypyitaw,Member,Male,Home and lifestyle,59.87,3,8.98,188.59,2020-06-05,12:00,Cash,179.61,4.76,8.98,10.0,C00080,24,4,24
INV000523,B,Naypyitaw,Normal,Male,Home and lifestyle,41.87,6,12.56,263.78,2020-06-06,18:00,Cash,251.21999999999997,4.76,12.56,6.2,C00644,33,5,8
INV000524,C,Mandalay,Normal,Male,Health and beauty,27.47,6,8.24,173.06,2020-06-07,15:15,Ewallet,164.82,4.76,8.24,8.0,C00461,28,2,14
INV000525,B,Naypyitaw,Member,Male,Home and lifestyle,47.87,3,7.18,150.79,2020-06-08,16:30,Ewallet,143.60999999999999,4.76,7.18,8.0,C00854,35,7,6
INV000526,C,Mandalay,Member,Male,Home and lifestyle,44.77,3,6.72,141.03,2020-06-09,20:45,Cash,134.31,4.76,6.72,8.4,C00718,45,5,15
INV000527,C,Mandalay,Member,Male,Health and beauty,43.36,4,8.67,182.11,2020-06-10,18:45,Credit card,173.44000000000003,4.76,8.67,8.7,C00826,41,7,21
INV000528,A,Yangon,Member,Female,Sports and travel,68.85,4,13.77,289.17,2020-06-11,10:00,Ewallet,275.40000000000003,4.76,13.77,6.3,C00778,57,5,8
INV000529,B,Naypyitaw,Member,Female,Food and beverages,31.69,3,4.75,99.82,2020-06-12,12:15,Credit card,95.07,4.76,4.75,9.3,C00513,20,3,9
INV000530,C,Mandalay,Normal,Female,Health and beauty,43.23,2,4.32,90.78,2020-06-13,8:15,Cash,86.46000000000001,4.76,4.32,8.6,C00918,20,7,13
INV000531,A,Yangon,Member,Male,Food and beverages,25.44,5,6.36,133.56,2020-06-14,8:45,Ewallet,127.2,4.76,6.36,7.3,C00686,39,1,18
INV000532,C,Mandalay,Normal,Female,Health and beauty,39.97,5,9.99,209.84,2020-06-15,16:45,Cash,199.85,4.76,9.99,8.8,C00564,27,8,14
INV000533,B,Naypyitaw,Member,Male,Food and beverages,29.12,3,4.37,91.73,2020-06-16,9:00,Ewallet,87.36,4.76,4.37,9.8,C00573,24,8,17
INV000534,A,Yangon,Member,Male,Fashion accessories,30.5,3,4.58,96.08,2020-06-17,19:00,Credit card,91.5,4.76,4.58,8.2,C00930,22,1,9
INV000535,C,Mandalay,Normal,Female,Electronic accessories,71.27,8,28.51,598.67,2020-06-18,17:45,Ewallet,570.16,4.76,28.51,9.1,C00643,43,9,14
INV000536,B,Naypyitaw,Member,Male,Electronic accessories,65.51,5,16.38,343.93,2020-06-19,12:30,Ewallet,327.55,4.76,16.38,6.9,C00203,50,5,11
INV000537,A,Yangon,Normal,Female,Electronic accessories,62.12,7,21.74,456.58,2020-06-20,10:30,Credit card,434.84,4.76,21.74,8.3,C00440,53,8,21
INV000538,B,Naypyitaw,Normal,Female,Food and beverages,28.76,4,5.75,120.79,2020-06-21,10:00,Credit card,115.04,4.76,5.75,8.9,C00951,29,8,12
INV000539,A,Yangon,Member,Female,Fashion accessories,39.83,4,7.97,167.29,2020-06-22,18:45,Ewallet,159.32,4.76,7.97,8.0,C00059,50,3,13
INV000540,C,Mandalay,Member,Male,Home and lifestyle,55.3,6,16.59,348.39,2020-06-23,12:30,Cash,331.8,4.76,16.59,10.0,C00833,36,6,12
INV000541,A,Yangon,Normal,Male,Health and beauty,36.63,3,5.49,115.38,2020-06-24,16:30,Credit card,109.89,4.76,5.49,8.5,C00038,58,7,18
INV000542,A,Yangon,Normal,Female,Health and beauty,45.15,3,6.77,142.22,2020-06-25,8:00,Credit card,135.45,4.76,6.77,7.8,C00840,22,9,7
INV000543,C,Mandalay,Member,Male,Health and beauty,35.37,3,5.31,111.42,2020-06-26,8:45,Cash,106.11,4.76,5.31,9.5,C00197,31,3,11
INV000544,A,Yangon,Member,Male,Food and beverages,28.88,5,7.22,151.62,2020-06-27,20:15,Ewallet,144.4,4.76,7.22,8.1,C00612,26,4,6
INV000545,C,Mandalay,Normal,Female,Electronic accessories,72.94,2,7.29,153.17,2020-06-28,12:00,Credit card,145.88,4.76,7.29,7.9,C00891,24,7,9
INV000546,A,Yangon,Normal,Male,Fashion accessories,48.64,4,9.73,204.29,2020-06-29,20:00,Ewallet,194.56,4.76,9.73,7.3,C00200,60,2,8
INV000547,B,Naypyitaw,Normal,Female,Health and beauty,40.25,3,6.04,126.79,2020-06-30,10:00,Cash,120.75,4.76,6.04,9.1,C00331,60,1,10
INV000548,C,Mandalay,Member,Male,Food and beverages,33.61,3,5.04,105.87,2020-07-01,8:00,Credit card,100.83,4.76,5.04,7.7,C00090,33,4,5
INV000549,A,Yangon,Normal,Male,Health and beauty,49.04,2,4.9,102.98,2020-07-02,13:45,Cash,98.08,4.76,4.9,8.1,C00223,26,5,17
INV000550,B,Naypyitaw,Member,Female,Sports and travel,62.8,3,9.42,197.82,2020-07-03,17:15,Ewallet,188.4,4.76,9.42,8.6,C00947,36,1,12
INV000551,A,Yangon,Normal,Female,Food and beverages,28.36,3,4.25,89.33,2020-07-04,11:30,Ewallet,85.08,4.76,4.25,9.2,C00336,48,6,23
INV000552,B,Naypyitaw,Normal,Male,Fashion accessories,54.15,3,8.12,170.57,2020-07-05,9:00,Cash,162.45,4.76,8.12,6.7,C00492,19,1,8
INV000553,A,Yangon,Normal,Male,Health and beauty,43.43,8,17.37,364.81,2020-07-06,8:15,Cash,347.44,4.76,17.37,7.5,C00441,30,7,5
INV000554,A,Yangon,Member,Male,Food and beverages,30.61,2,3.06,64.28,2020-07-07,10:00,Ewallet,61.22,4.76,3.06,9.7,C00710,25,4,16
INV000555,A,Yangon,Member,Female,Fashion accessories,48.28,5,12.07,253.47,2020-07-08,13:15,Credit card,241.4,4.76,12.07,8.7,C00983,50,8,9
INV000556,C,Mandalay,Member,Male,Food and beverages,30.78,4,6.16,129.28,2020-07-09,10:15,Ewallet,123.12,4.76,6.16,7.7,C00883,35,1,9
INV000557,B,Naypyitaw,Normal,Male,Electronic accessories,68.18,6,20.45,429.53,2020-07-10,18:00,Ewallet,409.08,4.76,20.45,7.6,C00432,49,4,22
INV000558,C,Mandalay,Normal,Male,Fashion accessories,53.56,4,10.71,224.95,2020-07-11,16:15,Credit card,214.23999999999998,4.76,10.71,7.8,C00675,60,2,19
INV000559,C,Mandalay,Normal,Male,Home and lifestyle,43.61,2,4.36,91.58,2020-07-12,18:00,Cash,87.22,4.76,4.36,8.3,C00695,30,8,13
INV000560,C,Mandalay,Member,Male,Electronic accessories,73.73,2,7.37,154.83,2020-07-13,13:45,Cash,147.46,4.76,7.37,7.7,C00836,26,7,22
INV000561,C,Mandalay,Member,Female,Home and lifestyle,42.66,5,10.66,223.96,2020-07-14,13:15,Credit card,213.3,4.76,10.66,6.4,C00728,45,3,17
INV000562,C,Mandalay,Normal,Male,Home and lifestyle,48.29,6,14.49,304.23,2020-07-15,19:30,Ewallet,289.74,4.76,14.49,9.9,C00972,32,5,24
INV000563,B,Naypyitaw,Member,Male,Health and beauty,41.46,3,6.22,130.6,2020-07-16,18:45,Cash,124.38,4.76,6.22,8.9,C00527,18,7,5
INV000564,B,Naypyitaw,Member,Male,Health and beauty,38.18,3,5.73,120.27,2020-07-17,14:45,Credit card,114.53999999999999,4.76,5.73,6.7,C00916,34,4,7
INV000565,C,Mandalay,Normal,Male,Home and lifestyle,45.47,3,6.82,143.23,2020-07-18,13:00,Credit card,136.41,4.76,6.82,6.5,C00205,46,6,19
INV000566,B,Naypyitaw,Normal,Male,Electronic accessories,75.88,3,11.38,239.02,2020-07-19,19:15,Cash,227.64000000000001,4.76,11.38,9.7,C00669,19,4,23
INV000567,A,Yangon,Member,Male,Fashion accessories,41.13,5,10.28,215.93,2020-07-20,19:00,Credit card,205.65,4.76,10.28,7.1,C00670,46,3,9
INV000568,C,Mandalay,Member,Male,Home and lifestyle,48.07,2,4.81,100.95,2020-07-21,20:00,Ewallet,96.14,4.76,4.81,7.6,C00297,59,6,9
INV000569,A,Yangon,Normal,Male,Home and lifestyle,47.51,4,9.5,199.54,2020-07-22,16:15,Cash,190.04,4.76,9.5,9.7,C00779,19,2,13
INV000570,C,Mandalay,Normal,Female,Home and lifestyle,54.17,4,10.83,227.51,2020-07-23,18:00,Ewallet,216.67999999999998,4.76,10.83,9.7,C00249,40,8,24
INV000571,C,Mandalay,Member,Female,Food and beverages,34.59,3,5.19,108.96,2020-07-24,13:45,Credit card,103.77,4.76,5.19,7.2,C00902,48,6,14
INV000572,C,Mandalay,Member,Male,Electronic accessories,72.31,5,18.08,379.63,2020-07-25,11:00,Ewallet,361.55,4.76,18.08,8.1,C00838,28,2,23
INV000573,A,Yangon,Normal,Male,Food and beverages,33.42,7,11.7,245.64,2020-07-26,19:00,Cash,233.94,4.76,11.7,9.2,C00607,52,1,12
INV000574,C,Mandalay,Normal,Female,Fashion accessories,44.67,2,4.47,93.81,2020-07-27,20:45,Ewallet,89.34,4.76,4.47,7.4,C00136,21,5,11
INV000575,B,Naypyitaw,Member,Male,Sports and travel,57.44,4,11.49,241.25,2020-07-28,9:00,Cash,229.76,4.76,11.49,6.3,C00319,40,9,6
INV000576,C,Mandalay,Member,Female,Electronic accessories,72.82,4,14.56,305.84,2020-07-29,16:45,Credit card,291.28,4.76,14.56,9.8,C00095,23,4,17
INV000577,B,Naypyitaw,Normal,Male,Fashion accessories,44.12,3,6.62,138.98,2020-07-30,8:45,Credit card,132.35999999999999,4.76,6.62,9.2,C00332,31,9,12
INV000578,C,Mandalay,Normal,Female,Sports and travel,63.99,4,12.8,268.76,2020-07-31,17:45,Cash,255.95999999999998,4.76,12.8,9.9,C00465,63,6,8
INV000579,A,Yangon,Normal,Male,Health and beauty,30.83,2,3.08,64.74,2020-08-01,14:00,Ewallet,61.66,4.76,3.08,7.4,C00414,62,9,8
INV000580,A,Yangon,Member,Male,Health and beauty,41.3,5,10.33,216.83,2020-08-02,16:00,Cash,206.5,4.76,10.33,7.6,C00208,59,3,14
INV000581,B,Naypyitaw,Member,Female,Health and beauty,37.04,3,5.56,116.68,2020-08-03,20:45,Credit card,111.12,4.76,5.56,9.8,C00376,52,2,8
INV000582,A,Yangon,Member,Male,Fashion accessories,51.21,4,10.24,215.08,2020-08-04,14:15,Credit card,204.84,4.76,10.24,9.2,C00318,52,1,8
INV000583,B,Naypyitaw,Member,Male,Electronic accessories,73.92,4,14.78,310.46,2020-08-05,14:45,Ewallet,295.68,4.76,14.78,6.0,C00093,27,8,16
INV000584,A,Yangon,Member,Male,Health and beauty,35.51,6,10.65,223.71,2020-08-06,13:45,Ewallet,213.06,4.76,10.65,7.2,C00216,33,6,7
INV000585,C,Mandalay,Member,Female,Food and beverages,29.24,4,5.85,122.81,2020-08-07,14:45,Ewallet,116.96000000000001,4.76,5.85,9.6,C00012,34,4,20
INV000586,C,Mandalay,Member,Female,Sports and travel,58.27,5,14.57,305.92,2020-08-08,10:00,Cash,291.35,4.76,14.57,9.9,C00847,39,6,24
INV000587,A,Yangon,Normal,Female,Food and beverages,21.97,3,3.3,69.21,2020-08-09,11:15,Cash,65.91,4.76,3.3,6.0,C00626,41,2,17
INV000588,B,Naypyitaw,Member,Male,Food and beverages,28.14,3,4.22,88.64,2020-08-10,19:45,Cash,84.42,4.76,4.22,6.0,C00244,53,1,20
INV000589,A,Yangon,Member,Male,Health and beauty,44.66,3,6.7,140.68,2020-08-11,17:30,Ewallet,133.98000000000002,4.76,6.7,8.4,C00327,31,7,14
